question_E,query,question_VN
Which courses are taught on days MTW?,"SELECT CName FROM COURSE WHERE Days  =  ""MTW""",Những khóa học nào được dạy vào ngày MTW?
What are the course names for courses taught on MTW?,"SELECT CName FROM COURSE WHERE Days  =  ""MTW""",Tên khóa học cho các khóa học được dạy trên MTW là gì?
"What is the number of departments in Division ""AS""?","SELECT count(*) FROM DEPARTMENT WHERE Division  =  ""AS""","Số lượng phòng ban trong bộ phận ""là""?"
How many departments are in the division AS?,"SELECT count(*) FROM DEPARTMENT WHERE Division  =  ""AS""",Có bao nhiêu bộ phận trong bộ phận như?
What are the phones of departments in Room 268?,SELECT DPhone FROM DEPARTMENT WHERE Room  =  268,Điện thoại của các phòng ban trong phòng 268 là gì?
Give the phones for departments in room 268.,SELECT DPhone FROM DEPARTMENT WHERE Room  =  268,Đưa điện thoại cho các phòng ban trong phòng 268.
"Find the number of students that have at least one grade ""B"".","SELECT COUNT(DISTINCT StuID) FROM ENROLLED_IN WHERE Grade  =  ""B""","Tìm số lượng học sinh có ít nhất một lớp ""B""."
"How many students have had at least one ""B"" grade?","SELECT COUNT(DISTINCT StuID) FROM ENROLLED_IN WHERE Grade  =  ""B""","Có bao nhiêu học sinh đã có ít nhất một lớp ""B""?"
Find the max and min grade point for all letter grade.,"SELECT max(gradepoint) ,  min(gradepoint) FROM GRADECONVERSION",Tìm điểm tối đa và tối thiểu cho tất cả các lớp thư.
What are the maximum and minumum grade points?,"SELECT max(gradepoint) ,  min(gradepoint) FROM GRADECONVERSION",Điểm tối đa và minumum là gì?
"Find the first names of students whose first names contain letter ""a"".",SELECT DISTINCT Fname FROM STUDENT WHERE Fname LIKE '%a%',"Tìm tên đầu tiên của các sinh viên có tên đầu tiên chứa chữ ""A""."
"What are the first names for students who have an ""a"" in their first name?",SELECT DISTINCT Fname FROM STUDENT WHERE Fname LIKE '%a%',"Tên đầu tiên cho các sinh viên có ""A"" trong tên đầu tiên của họ là gì?"
Find the first names and last names of male (sex is M) faculties who live in building NEB.,"SELECT Fname ,  Lname FROM FACULTY WHERE sex  =  ""M"" AND Building  =  ""NEB""",Tìm tên và tên cuối cùng của các khoa nam (giới tính là M) sống trong việc xây dựng NEB.
What are the full names of faculties with sex M and who live in building NEB?,"SELECT Fname ,  Lname FROM FACULTY WHERE sex  =  ""M"" AND Building  =  ""NEB""",Tên đầy đủ của các khoa với sex m và những người sống trong việc xây dựng neb là gì?
Find the rooms of faculties with rank professor who live in building NEB.,"SELECT Room FROM FACULTY WHERE Rank  =  ""Professor"" AND Building  =  ""NEB""",Tìm các phòng của các khoa với giáo sư cấp bậc sống trong việc xây dựng NEB.
What are the rooms for members of the faculty who are professors and who live in building NEB?,"SELECT Room FROM FACULTY WHERE Rank  =  ""Professor"" AND Building  =  ""NEB""",Các phòng cho các thành viên của các giảng viên là giáo sư và sống trong việc xây dựng NEB là gì?
"Find the department name that is in Building ""Mergenthaler"".","SELECT DName FROM DEPARTMENT WHERE Building  =  ""Mergenthaler""","Tìm tên bộ phận đang xây dựng ""Mergenthaler""."
What is the name of the department in the Building Mergenthaler?,"SELECT DName FROM DEPARTMENT WHERE Building  =  ""Mergenthaler""",Tên của bộ phận trong tòa nhà Mergenthaler là gì?
List all information about courses sorted by credits in the ascending order.,SELECT * FROM COURSE ORDER BY Credits,Liệt kê tất cả thông tin về các khóa học được sắp xếp theo các khoản tín dụng theo thứ tự tăng dần.
"What is all the information about courses, ordered by credits ascending?",SELECT * FROM COURSE ORDER BY Credits,"Tất cả các thông tin về các khóa học, được đặt hàng bởi các khoản tín dụng tăng dần?"
List the course name of courses sorted by credits.,SELECT CName FROM COURSE ORDER BY Credits,Liệt kê tên khóa học của các khóa học được sắp xếp theo tín dụng.
"What are the course names, ordered by credits?",SELECT CName FROM COURSE ORDER BY Credits,"Tên khóa học, được đặt hàng bởi các khoản tín dụng là gì?"
Find the first name of students in the descending order of age.,SELECT Fname FROM STUDENT ORDER BY Age DESC,Tìm tên của học sinh theo thứ tự giảm dần của tuổi.
"What are the first names of students, ordered by age from greatest to least?",SELECT Fname FROM STUDENT ORDER BY Age DESC,"Tên đầu tiên của học sinh, được đặt hàng theo độ tuổi từ lớn nhất đến ít nhất là gì?"
Find the last name of female (sex is F) students in the descending order of age.,"SELECT LName FROM STUDENT WHERE Sex  =  ""F"" ORDER BY Age DESC",Tìm họ của học sinh nữ (giới tính là F) theo thứ tự giảm dần của tuổi.
"What are the last names of female students, ordered by age descending?","SELECT LName FROM STUDENT WHERE Sex  =  ""F"" ORDER BY Age DESC","Tên cuối cùng của các sinh viên nữ, được đặt hàng theo tuổi giảm dần là gì?"
Find the last names of faculties in building Barton in alphabetic order.,"SELECT Lname FROM FACULTY WHERE Building  =  ""Barton"" ORDER BY Lname",Tìm tên cuối cùng của các khoa trong việc xây dựng Barton theo thứ tự chữ cái.
"What are the last names of faculty in building Barton, sorted by last name?","SELECT Lname FROM FACULTY WHERE Building  =  ""Barton"" ORDER BY Lname","Tên cuối cùng của các giảng viên trong việc xây dựng Barton, được sắp xếp theo họ là gì?"
Find the first names of faculties of rank Professor in alphabetic order.,"SELECT Fname FROM FACULTY WHERE Rank  =  ""Professor"" ORDER BY Fname",Tìm tên đầu tiên của các khoa của giáo sư cấp bậc theo thứ tự chữ cái.
"What are the first names for all faculty professors, ordered by first name?","SELECT Fname FROM FACULTY WHERE Rank  =  ""Professor"" ORDER BY Fname","Tên đầu tiên cho tất cả các giáo sư giảng viên, được đặt hàng theo tên là gì?"
Find the name of the department that has the biggest number of students minored in?,SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO  =  T2.DNO GROUP BY T2.DNO ORDER BY count(*) DESC LIMIT 1,Tìm tên của bộ phận có số lượng sinh viên lớn nhất được khai thác?
What is the name of the department with the most students minoring in it?,SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO  =  T2.DNO GROUP BY T2.DNO ORDER BY count(*) DESC LIMIT 1,Tên của bộ phận với nhiều sinh viên nhất trong đó là gì?
Find the name of the department that has no students minored in?,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO  =  T2.DNO,Tìm tên của bộ phận không có sinh viên khai thác?
What is the name of the department htat has no students minoring in it?,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO  =  T2.DNO,Tên của bộ phận HTAT không có sinh viên nào trong đó là gì?
Find the name of the department that has the fewest members.,SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MEMBER_OF AS T2 ON T1.DNO  =  T2.DNO GROUP BY T2.DNO ORDER BY count(*) ASC LIMIT 1,Tìm tên của bộ phận có ít thành viên nhất.
What is the name of the department with the fewest members?,SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MEMBER_OF AS T2 ON T1.DNO  =  T2.DNO GROUP BY T2.DNO ORDER BY count(*) ASC LIMIT 1,Tên của bộ phận với ít thành viên nhất là gì?
Find the rank of the faculty that the fewest faculties belong to.,SELECT Rank FROM FACULTY GROUP BY Rank ORDER BY count(*) ASC LIMIT 1,Tìm cấp bậc của các giảng viên mà các khoa ít nhất thuộc về.
What is the least common faculty rank?,SELECT Rank FROM FACULTY GROUP BY Rank ORDER BY count(*) ASC LIMIT 1,Xếp hạng giảng viên ít phổ biến nhất là gì?
What are the first and last names of the instructors who teach the top 3 number of courses?,"SELECT T2.Fname ,  T2.Lname FROM COURSE AS T1 JOIN FACULTY AS T2 ON T1.Instructor  =  T2.FacID GROUP BY T1.Instructor ORDER BY count(*) DESC LIMIT 3",Tên đầu tiên và cuối cùng của các giảng viên dạy 3 số khóa học hàng đầu là gì?
What are the full names of the 3 instructors who teach the most courses?,"SELECT T2.Fname ,  T2.Lname FROM COURSE AS T1 JOIN FACULTY AS T2 ON T1.Instructor  =  T2.FacID GROUP BY T1.Instructor ORDER BY count(*) DESC LIMIT 3",Tên đầy đủ của 3 người hướng dẫn dạy nhiều khóa học nhất là gì?
Which building does the instructor who teaches the most number of courses live in?,SELECT T2.Building FROM COURSE AS T1 JOIN FACULTY AS T2 ON T1.Instructor  =  T2.FacID GROUP BY T1.Instructor ORDER BY count(*) DESC LIMIT 1,Người hướng dẫn dạy số lượng lớn nhất của tòa nhà sống nhất?
Give the building that the instructor who teaches the greatest number of courses lives in.,SELECT T2.Building FROM COURSE AS T1 JOIN FACULTY AS T2 ON T1.Instructor  =  T2.FacID GROUP BY T1.Instructor ORDER BY count(*) DESC LIMIT 1,Cung cấp cho tòa nhà mà người hướng dẫn dạy số lượng lớn nhất các khóa học sống.
What are the name of courses that have at least five enrollments?,SELECT T1.CName FROM COURSE AS T1 JOIN ENROLLED_IN AS T2 ON T1.CID  =  T2.CID GROUP BY T2.CID HAVING COUNT(*)  >=  5,Tên của các khóa học có ít nhất năm đăng ký là gì?
Give the names of the courses with at least five enrollments.,SELECT T1.CName FROM COURSE AS T1 JOIN ENROLLED_IN AS T2 ON T1.CID  =  T2.CID GROUP BY T2.CID HAVING COUNT(*)  >=  5,Đặt tên của các khóa học với ít nhất năm đăng ký.
Find the first name and last name of the instructor of course that has course name,"SELECT T2.Fname ,  T2.Lname FROM COURSE AS T1 JOIN FACULTY AS T2 ON T1.Instructor  =  T2.FacID WHERE T1.CName  =  ""COMPUTER LITERACY""",Tìm tên và họ của người hướng dẫn tất nhiên có tên khóa học
What is the full name of the instructor who has a course named COMPUTER LITERACY?,"SELECT T2.Fname ,  T2.Lname FROM COURSE AS T1 JOIN FACULTY AS T2 ON T1.Instructor  =  T2.FacID WHERE T1.CName  =  ""COMPUTER LITERACY""",Tên đầy đủ của người hướng dẫn có một khóa học có tên là Biết chữ máy tính là gì?
Find the department name and room of the course INTRODUCTION TO COMPUTER SCIENCE.,"SELECT T2.Dname ,  T2.Room FROM COURSE AS T1 JOIN DEPARTMENT AS T2 ON T1.DNO  =  T2.DNO WHERE T1.CName  =  ""INTRODUCTION TO COMPUTER SCIENCE""",Tìm tên khoa và phòng của khóa học giới thiệu về khoa học máy tính.
What are the department name and room for the course INTRODUCTION TO COMPUTER SCIENCE?,"SELECT T2.Dname ,  T2.Room FROM COURSE AS T1 JOIN DEPARTMENT AS T2 ON T1.DNO  =  T2.DNO WHERE T1.CName  =  ""INTRODUCTION TO COMPUTER SCIENCE""",Tên khoa và phòng cho khóa học giới thiệu về khoa học máy tính là gì?
